image,output,flag,username,timestamp
/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/image/tmpsjvtvk82.png,/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/output/tmpjydfhjd_.json,,,2022-10-08 01:06:34.218760
/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/image/tmpejl6rst_.png,/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/output/tmpdm9p5n_e.json,,,2022-10-08 01:06:35.397807
/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/image/tmpxp6mamln.png,/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/output/tmpt5cc239s.json,,,2022-10-08 01:06:35.562386
/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/image/tmpv7476tgp.png,/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/output/tmpkahot_9k.json,,,2022-10-08 01:06:35.761564
/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/image/tmpie8nt_8_.png,/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/output/tmp5o96lhiy.json,,,2022-10-08 01:06:35.908815
/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/image/tmpnm56uw3b.png,/mnt/e/TSAI/EMLO2/emlov2-session4/flagged/output/tmpw3964cy1.json,,,2022-10-08 01:06:36.051149
